EBU_SEGMENT,ACQ_CHANNEL,PRODUCT_TYPE,CLT,CLTV_USER,AVG_REV_MONTH,CLTV,INFLOW_BASE,MONTH_ID
SMB,INDIRECT HUNTING,810_Internet Office Connect,31.78325946,268.866289,8.459368032,34952.61757,130,01/03/2024
any,TAM DIRECT SALES,810_Internet Office Connect,54.50122574,551.4036942,10.11727143,27570.18471,50,01/03/2024
MLE,TAM DIRECT SALES,810_Internet Office Connect,54.50122574,551.4036942,10.11727143,27570.18471,50,01/03/2024
OTHER,any,810_Internet Office Connect,16.31826865,89.95229363,5.512367491,0,0,01/03/2024
Wholesale,any,810_Internet Office Connect,15.04076112,102.2244563,6.796494899,0,0,01/03/2024
OTHER,OTHER,810_Internet Office Connect,16.31826865,89.95229363,5.512367491,0,0,01/03/2024
Strategic,OTHER,810_Internet Office Connect,31.46935335,323.5724733,10.28214561,0,0,01/03/2024
Wholesale,OTHER,810_Internet Office Connect,15.04076112,102.2244563,6.796494899,0,0,01/03/2024
any,FIELD SALES,810_Internet Office Connect,20.9763496,168.93662,8.053671076,0,0,01/03/2024
SMB,FIELD SALES,810_Internet Office Connect,20.33013189,162.7675496,8.00622202,0,0,01/03/2024
any,INDIRECT DEALERS,810_Internet Office Connect,44.15778179,327.1344835,7.408308801,0,0,01/03/2024
SMB,INDIRECT DEALERS,810_Internet Office Connect,44.15778179,327.1344835,7.408308801,0,0,01/03/2024
any,INDIRECT FRANCHISES,810_Internet Office Connect,42.11961952,292.0596467,6.934052348,0,0,01/03/2024
SMB,INDIRECT FRANCHISES,810_Internet Office Connect,42.11961952,292.0596467,6.934052348,0,0,01/03/2024
SMB,any,835_Fixed Data_Internet_VPN,19.25017946,490.0946257,25.45922372,490.0946257,1,01/03/2024
Public,any,835_Fixed Data_Internet_VPN,23.88546413,375.6934328,15.72895678,1127.080298,3,01/03/2024
MLE,any,835_Fixed Data_Internet_VPN,66.98581847,1435.470157,21.42946358,15790.17173,11,01/03/2024
Wholesale,any,835_Fixed Data_Internet_VPN,55.59517401,1174.303802,21.12240537,23486.07604,20,01/03/2024
Strategic,any,835_Fixed Data_Internet_VPN,64.77003722,1038.956915,16.04070277,78960.72556,76,01/03/2024
any,any,835_Fixed Data_Internet_VPN,65.11558787,1102.493387,16.93132817,122376.766,111,01/03/2024
MLE,OTHER,835_Fixed Data_Internet_VPN,18.7836246,414.9046533,22.08863636,414.9046533,1,01/03/2024
Wholesale,OTHER,835_Fixed Data_Internet_VPN,46.01154585,1141.419235,24.8072351,22828.3847,20,01/03/2024
any,OTHER,835_Fixed Data_Internet_VPN,62.68657462,1065.358179,16.9949975,22372.52176,21,01/03/2024
Public,DIRECT SALES,835_Fixed Data_Internet_VPN,21.5607756,369.9655322,17.15919405,1109.896597,3,01/03/2024
MLE,DIRECT SALES,835_Fixed Data_Internet_VPN,65.17381392,1387.85986,21.29474671,13878.5986,10,01/03/2024
Strategic,DIRECT SALES,835_Fixed Data_Internet_VPN,61.42610702,977.7187279,15.91698995,74306.62332,76,01/03/2024
any,DIRECT SALES,835_Fixed Data_Internet_VPN,63.30823534,1064.715468,16.81796156,94759.67666,89,01/03/2024
any,INDIRECT HUNTING,835_Fixed Data_Internet_VPN,31.79910396,471.9991622,14.84315919,471.9991622,1,01/03/2024
SMB,INDIRECT HUNTING,835_Fixed Data_Internet_VPN,29.55843908,422.2392281,14.284896,422.2392281,1,01/03/2024
any,BSA,835_Fixed Data_Internet_VPN,42.31121675,565.0958878,13.3556993,0,0,01/03/2024
SMB,BSA,835_Fixed Data_Internet_VPN,40.79868753,535.5939308,13.12772453,0,0,01/03/2024
any,PAM,835_Fixed Data_Internet_VPN,55.04441905,824.194849,14.97326819,0,0,01/03/2024
SMB,PAM,835_Fixed Data_Internet_VPN,50.88265789,720.2012465,14.15415932,0,0,01/03/2024
OTHER,any,835_Fixed Data_Internet_VPN,59.51947599,798.070004,13.40855226,0,0,01/03/2024
OTHER,OTHER,835_Fixed Data_Internet_VPN,49.95917692,397.3707929,7.953909919,0,0,01/03/2024
Public,OTHER,835_Fixed Data_Internet_VPN,32.47856899,197.8005144,6.090185638,0,0,01/03/2024
SMB,OTHER,835_Fixed Data_Internet_VPN,16.07091672,414.3080503,25.77998863,0,0,01/03/2024
Strategic,OTHER,835_Fixed Data_Internet_VPN,54.12063656,895.6181771,16.54855216,0,0,01/03/2024
any,INDIRECT SALES,835_Fixed Data_Internet_VPN,25.72473698,606.2090192,23.56521739,0,0,01/03/2024
MLE,INDIRECT SALES,835_Fixed Data_Internet_VPN,25.72473698,606.2090192,23.56521739,0,0,01/03/2024
any,INDIRECT DEALERS,835_Fixed Data_Internet_VPN,47.13771894,620.8830424,13.17168196,0,0,01/03/2024
SMB,INDIRECT DEALERS,835_Fixed Data_Internet_VPN,37.82117598,427.5363264,11.30415211,0,0,01/03/2024
any,TAM DIRECT SALES,835_Fixed Data_Internet_VPN,19.17793603,361.0106658,18.82427104,0,0,01/03/2024
MLE,TAM DIRECT SALES,835_Fixed Data_Internet_VPN,18.86478231,352.7988121,18.70145154,0,0,01/03/2024
any,BSA,820_Internet HFC best effort,30.40822798,204.120251,6.712665109,24290.30987,119,01/03/2024
SMB,BSA,820_Internet HFC best effort,30.40822798,204.120251,6.712665109,24290.30987,119,01/03/2024
any,DSA,820_Internet HFC best effort,36.52741188,303.5043744,8.308948234,3945.556867,13,01/03/2024
SMB,DSA,820_Internet HFC best effort,36.37835939,300.6317462,8.264027054,3908.212701,13,01/03/2024
any,PAM,820_Internet HFC best effort,29.51286557,219.3273228,7.431583431,1096.636614,5,01/03/2024
SMB,PAM,820_Internet HFC best effort,29.51286557,219.3273228,7.431583431,1096.636614,5,01/03/2024
any,RAM,820_Internet HFC best effort,42.02752756,316.1128392,7.521566402,4109.46691,13,01/03/2024
SMB,RAM,820_Internet HFC best effort,42.02752756,316.1128392,7.521566402,4109.46691,13,01/03/2024
any,any,820_Internet HFC best effort,29.84989773,255.0741677,8.545227525,68104.80278,267,01/03/2024
MLE,any,820_Internet HFC best effort,43.67631341,431.7935455,9.886217764,15112.77409,35,01/03/2024
SMB,any,820_Internet HFC best effort,28.40043787,236.2702344,8.319246185,54814.69438,232,01/03/2024
MLE,OTHER,820_Internet HFC best effort,35.82035697,362.379541,10.11658095,1087.138623,3,01/03/2024
SMB,OTHER,820_Internet HFC best effort,22.10741962,196.2547148,8.877323461,785.0188593,4,01/03/2024
any,OTHER,820_Internet HFC best effort,22.86738946,207.0719161,9.055336924,1449.503413,7,01/03/2024
any,SR BSA,820_Internet HFC best effort,43.13920686,291.6702525,6.76114082,9333.448079,32,01/03/2024
SMB,SR BSA,820_Internet HFC best effort,43.13920686,291.6702525,6.76114082,9333.448079,32,01/03/2024
any,DIGITAL,820_Internet HFC best effort,23.10381294,166.6142844,7.211549228,1832.757128,11,01/03/2024
SMB,DIGITAL,820_Internet HFC best effort,23.10381294,166.6142844,7.211549228,1832.757128,11,01/03/2024
any,DIRECT SALES,820_Internet HFC best effort,27.9881375,261.7248664,9.351278427,5757.947062,22,01/03/2024
MLE,DIRECT SALES,820_Internet HFC best effort,26.93871598,252.061491,9.356848751,5545.352801,22,01/03/2024
any,INDIRECT SALES,820_Internet HFC best effort,39.33121873,306.9269177,7.803646255,613.8538354,2,01/03/2024
MLE,INDIRECT SALES,820_Internet HFC best effort,40.70958085,315.5162586,7.750417764,631.0325172,2,01/03/2024
any,INDIRECT DEALERS,820_Internet HFC best effort,16.3690535,101.0719445,6.174574754,202.143889,2,01/03/2024
SMB,INDIRECT DEALERS,820_Internet HFC best effort,16.3690535,101.0719445,6.174574754,202.143889,2,01/03/2024
any,INDIRECT HUNTING,820_Internet HFC best effort,43.2728602,335.8430122,7.761054173,10411.13338,31,01/03/2024
SMB,INDIRECT HUNTING,820_Internet HFC best effort,43.2728602,335.8430122,7.761054173,10411.13338,31,01/03/2024
any,TAM DIRECT SALES,820_Internet HFC best effort,50.75508587,479.270612,9.442809596,3834.164896,8,01/03/2024
MLE,TAM DIRECT SALES,820_Internet HFC best effort,52.60297737,507.580717,9.64927733,4060.645736,8,01/03/2024
any,INDIRECT FRANCHISES,820_Internet HFC best effort,30.8464216,313.551341,10.16491783,627.1026819,2,01/03/2024
SMB,INDIRECT FRANCHISES,820_Internet HFC best effort,30.58020874,311.9422939,10.20079021,623.8845878,2,01/03/2024
OTHER,any,820_Internet HFC best effort,14.97650627,49.2793129,3.290441176,0,0,01/03/2024
Public,any,820_Internet HFC best effort,52.85863484,289.2529843,5.472199294,0,0,01/03/2024
Strategic,any,820_Internet HFC best effort,15.12609371,163.543539,10.81201413,0,0,01/03/2024
Wholesale,any,820_Internet HFC best effort,29.82681238,444.4866685,14.9022518,0,0,01/03/2024
OTHER,OTHER,820_Internet HFC best effort,14.97650627,49.2793129,3.290441176,0,0,01/03/2024
Public,OTHER,820_Internet HFC best effort,42.41008223,403.1989218,9.507147844,0,0,01/03/2024
Strategic,OTHER,820_Internet HFC best effort,14.10209549,157.4898356,11.16783217,0,0,01/03/2024
Wholesale,OTHER,820_Internet HFC best effort,27.56932639,450.7962652,16.35137032,0,0,01/03/2024
any,FIELD SALES,820_Internet HFC best effort,22.76811128,180.8270982,7.942121152,0,0,01/03/2024
SMB,FIELD SALES,820_Internet HFC best effort,22.53654553,178.3620792,7.914348672,0,0,01/03/2024
Public,DIRECT SALES,820_Internet HFC best effort,72.7222684,182.0099254,2.502808691,0,0,01/03/2024
Strategic,DIRECT SALES,820_Internet HFC best effort,67.49660664,441.9342551,6.547503305,0,0,01/03/2024
any,PAM,M2M,42.32713768,56.60409217,1.337300259,56.60409217,1,01/12/2023
SMB,PAM,M2M,42.32713768,56.60409217,1.337300259,56.60409217,1,01/12/2023
Public,OTHER,M2M,37.87940253,91.73513931,2.421768381,366.9405572,4,01/12/2023
any,INDIRECT SALES,M2M,57.58736401,27.58345633,0.478984527,137.9172817,5,01/12/2023
any,RAM,M2M,46.75533399,76.2225688,1.630243275,381.112844,5,01/12/2023
MLE,INDIRECT SALES,M2M,57.58736401,27.58345633,0.478984527,137.9172817,5,01/12/2023
SMB,RAM,M2M,34.69160592,56.37214661,1.624950622,281.860733,5,01/12/2023
any,DIGITAL,M2M,16.8413424,28.3291455,1.682119205,169.974873,6,01/12/2023
SMB,DIGITAL,M2M,16.8413424,28.3291455,1.682119205,169.974873,6,01/12/2023
SMB,OTHER,M2M,45.91443487,98.64267328,2.148402208,4142.992278,42,01/12/2023
Public,DIRECT SALES,M2M,91.41298634,95.88915775,1.048966472,593170.3299,6186,01/12/2023
any,INDIRECT HUNTING,M2M,38.36051371,13.08541951,0.3411169,588.8438778,45,01/12/2023
SMB,INDIRECT HUNTING,M2M,38.36051371,13.08541951,0.3411169,588.8438778,45,01/12/2023
any,SR BSA,M2M,23.8489291,29.47131083,1.235749862,8900.335871,302,01/12/2023
SMB,SR BSA,M2M,23.8489291,29.47131083,1.235749862,8900.335871,302,01/12/2023
Public,any,M2M,91.48065865,97.61384447,1.067043525,604229.6973,6190,01/12/2023
any,TAM DIRECT SALES,M2M,26.04548428,23.20674057,0.89100822,1229.95725,53,01/12/2023
MLE,TAM DIRECT SALES,M2M,26.04548428,23.20674057,0.89100822,1229.95725,53,01/12/2023
Strategic,OTHER,M2M,84.0904111,151.4231185,1.800718019,8025.42528,53,01/12/2023
any,BSA,M2M,41.45909141,79.28952834,1.912476266,4836.661228,61,01/12/2023
SMB,BSA,M2M,41.45909141,79.28952834,1.912476266,4836.661228,61,01/12/2023
MLE,OTHER,M2M,77.80882978,144.6731779,1.859341393,85646.52133,592,01/12/2023
any,DIRECT SALES,M2M,84.77510491,155.3937196,1.833011234,2439370.611,15698,01/12/2023
Strategic,DIRECT SALES,M2M,79.17915771,163.4013254,2.063691129,348208.2244,2131,01/12/2023
MLE,any,M2M,78.06882421,143.8394165,1.842469358,1155174.354,8031,01/12/2023
Strategic,any,M2M,80.51360228,162.9194797,2.023502552,355816.1436,2184,01/12/2023
any,OTHER,M2M,80.57134248,148.9326504,1.848456857,102912.4615,691,01/12/2023
SMB,any,M2M,56.54169089,41.88286713,0.740743096,19349.88462,462,01/12/2023
MLE,DIRECT SALES,M2M,84.12127237,211.8011528,2.517807289,1563304.308,7381,01/12/2023
any,any,M2M,83.13700199,138.0534175,1.660553234,2328546.994,16867,01/12/2023
OTHER,any,M2M,62.01997244,9.164637761,0.147769136,0,0,01/12/2023
Wholesale,any,M2M,82.58876516,166.6979916,2.018410026,0,0,01/12/2023
any,DSA,M2M,79.55051769,144.0153746,1.810363764,0,0,01/12/2023
any,FIELD SALES,M2M,75.99324396,136.4034578,1.794941902,0,0,01/12/2023
any,INDIRECT DEALERS,M2M,41.47751652,130.2351608,3.139897749,0,0,01/12/2023
any,INDIRECT FRANCHISES,M2M,18.69409727,42.62019031,2.279874214,0,0,01/12/2023
OTHER,OTHER,M2M,62.01997244,9.164637761,0.147769136,0,0,01/12/2023
SMB,DSA,M2M,54.81234546,110.2943981,2.012218181,0,0,01/12/2023
SMB,FIELD SALES,M2M,51.62829736,62.41230042,1.208877759,0,0,01/12/2023
SMB,INDIRECT DEALERS,M2M,28.1801501,124.8011596,4.428690378,0,0,01/12/2023
SMB,INDIRECT FRANCHISES,M2M,18.69409727,42.62019031,2.279874214,0,0,01/12/2023
Wholesale,OTHER,M2M,75.96288719,382.8238525,5.039616932,0,0,01/12/2023
OTHER,any,any,46.72660922,143.012349,3.060619022,1573.135839,11,01/12/2023
OTHER,OTHER,any,46.72660922,143.012349,3.060619022,1573.135839,11,01/12/2023
any,INDIRECT FRANCHISES,any,36.0890586,416.0833352,11.52934854,6241.250027,15,01/12/2023
SMB,INDIRECT FRANCHISES,any,36.0890586,416.0833352,11.52934854,6241.250027,15,01/12/2023
any,any,any,61.82646824,461.1188977,7.45827654,16893551.94,36636,01/12/2023
any,INDIRECT DEALERS,any,38.46127679,427.1950379,11.10714655,14097.43625,33,01/12/2023
SMB,INDIRECT DEALERS,any,38.46127679,427.1950379,11.10714655,14097.43625,33,01/12/2023
Wholesale,any,any,44.36777891,1193.937149,26.91000493,41787.80023,35,01/12/2023
Wholesale,OTHER,any,44.36777891,1193.937149,26.91000493,41787.80023,35,01/12/2023
any,SR BSA,any,43.63233706,672.5525546,15.41408505,713578.2604,1061,01/12/2023
SMB,SR BSA,any,43.63233706,672.5525546,15.41408505,713578.2604,1061,01/12/2023
SMB,any,any,40.01976177,479.5202904,11.98208758,4070168.225,8488,01/12/2023
any,OTHER,any,51.79929713,524.4697048,10.12503516,1239846.382,2364,01/12/2023
any,INDIRECT HUNTING,any,37.23027399,351.523025,9.441859737,743471.1979,2115,01/12/2023
SMB,INDIRECT HUNTING,any,37.23027399,351.523025,9.441859737,743471.1979,2115,01/12/2023
any,DSA,any,60.09612619,674.679167,11.22666651,49251.57919,73,01/12/2023
SMB,DSA,any,60.09612619,674.679167,11.22666651,49251.57919,73,01/12/2023
any,FIELD SALES,any,26.84493266,370.8831371,13.81575964,28928.8847,78,01/12/2023
SMB,FIELD SALES,any,26.84493266,370.8831371,13.81575964,28928.8847,78,01/12/2023
Public,OTHER,any,74.02700488,686.4642465,9.27315981,229279.0583,334,01/12/2023
any,DIGITAL,any,35.19046118,852.9269461,24.23744724,287436.3808,337,01/12/2023
SMB,DIGITAL,any,35.19046118,852.9269461,24.23744724,287436.3808,337,01/12/2023
Strategic,DIRECT SALES,any,72.7677669,463.7721986,6.373319099,1938104.018,4179,01/12/2023
any,DIRECT SALES,any,73.78744354,398.3056032,5.398013321,9518707.305,23898,01/12/2023
MLE,DIRECT SALES,any,63.5610765,438.2695149,6.895250034,5772886.05,13172,01/12/2023
SMB,OTHER,any,35.60335331,372.1201533,10.45182879,142522.0187,383,01/12/2023
Public,DIRECT SALES,any,87.33053014,185.4757078,2.123835817,1214309.459,6547,01/12/2023
any,RAM,any,33.76468369,563.4081469,16.68631497,374103.0096,664,01/12/2023
SMB,RAM,any,33.76468369,563.4081469,16.68631497,374103.0096,664,01/12/2023
Strategic,OTHER,any,79.19589477,564.2590841,7.124852693,232474.7427,412,01/12/2023
MLE,OTHER,any,54.70186203,641.9058952,11.73462605,763226.1094,1189,01/12/2023
any,PAM,any,53.51557406,746.9189183,13.95703833,135192.3242,181,01/12/2023
SMB,PAM,any,53.51557406,746.9189183,13.95703833,135192.3242,181,01/12/2023
any,BSA,any,42.25830089,553.3720148,13.0949897,1963363.909,3548,01/12/2023
SMB,BSA,any,42.25830089,553.3720148,13.0949897,1963363.909,3548,01/12/2023
Public,any,any,87.16759969,201.6551671,2.313418837,1387589.205,6881,01/12/2023
any,TAM DIRECT SALES,any,54.28022709,599.0126312,11.03555868,751760.8522,1255,01/12/2023
MLE,TAM DIRECT SALES,any,54.28022709,599.0126312,11.03555868,751760.8522,1255,01/12/2023
Strategic,any,any,74.34929937,484.3779443,6.514895882,2223779.142,4591,01/12/2023
any,INDIRECT SALES,any,60.8036528,429.4199081,7.062403134,435431.7868,1014,01/12/2023
MLE,INDIRECT SALES,any,60.8036528,429.4199081,7.062403134,435431.7868,1014,01/12/2023
MLE,any,any,62.09410116,479.1519225,7.716544947,7968296.472,16630,01/12/2023
Public,OTHER,840_VPN,14.87678139,267.0939921,17.95374854,267.0939921,1,01/12/2023
Strategic,OTHER,840_VPN,69.35699829,2073.106555,29.89037309,2073.106555,1,01/12/2023
SMB,any,840_VPN,32.05632634,705.0945922,21.99548959,2115.283777,3,01/12/2023
any,BSA,840_VPN,45.4229966,730.2894782,16.07752753,2190.868435,3,01/12/2023
SMB,BSA,840_VPN,42.23129445,554.3874455,13.1274083,1663.162336,3,01/12/2023
MLE,DIRECT SALES,840_VPN,65.03439396,2163.257815,33.2632886,10816.28907,5,01/12/2023
Public,DIRECT SALES,840_VPN,49.42433863,1530.523685,30.96700386,7652.618426,5,01/12/2023
Public,any,840_VPN,44.91548084,1270.280742,28.28157949,7621.68445,6,01/12/2023
any,TAM DIRECT SALES,840_VPN,48.62899308,1131.88565,23.27594257,11318.8565,10,01/12/2023
MLE,TAM DIRECT SALES,840_VPN,45.33142865,718.882609,15.8583709,7188.82609,10,01/12/2023
MLE,any,840_VPN,62.20407701,1477.847376,23.75804685,22167.71064,15,01/12/2023
Wholesale,any,840_VPN,39.03759583,1006.443278,25.78138476,19122.42228,19,01/12/2023
Wholesale,OTHER,840_VPN,39.03759583,1006.443278,25.78138476,19122.42228,19,01/12/2023
any,OTHER,840_VPN,58.75830046,1475.670298,25.11424405,30989.07625,21,01/12/2023
Strategic,DIRECT SALES,840_VPN,74.57387797,3600.213367,48.27713759,644438.1927,179,01/12/2023
Strategic,any,840_VPN,77.73580642,3339.080736,42.95421749,601034.5325,180,01/12/2023
any,DIRECT SALES,840_VPN,74.19670889,3333.016829,44.92135674,629940.1806,189,01/12/2023
any,any,840_VPN,65.46404556,2290.53245,34.98916741,510788.7363,223,01/12/2023
OTHER,any,840_VPN,15.37896994,294.7798646,19.16772487,0,0,01/12/2023
any,INDIRECT DEALERS,840_VPN,53.18881626,1283.420843,24.12952446,0,0,01/12/2023
any,INDIRECT HUNTING,840_VPN,25.42454924,670.364376,26.36681459,0,0,01/12/2023
any,INDIRECT SALES,840_VPN,16.05553755,536.0025085,33.38427673,0,0,01/12/2023
any,PAM,840_VPN,49.24900755,1145.862846,23.26671954,0,0,01/12/2023
any,SR BSA,840_VPN,61.49537348,1932.71364,31.42860236,0,0,01/12/2023
MLE,INDIRECT SALES,840_VPN,16.05553755,536.0025085,33.38427673,0,0,01/12/2023
MLE,OTHER,840_VPN,42.7603222,652.0271998,15.24841643,0,0,01/12/2023
OTHER,OTHER,840_VPN,15.37896994,294.7798646,19.16772487,0,0,01/12/2023
SMB,INDIRECT DEALERS,840_VPN,38.31099628,435.9158182,11.37834723,0,0,01/12/2023
SMB,INDIRECT HUNTING,840_VPN,23.27659021,569.3954048,24.46214844,0,0,01/12/2023
SMB,OTHER,840_VPN,27.92887403,595.392458,21.31816905,0,0,01/12/2023
SMB,PAM,840_VPN,44.61565267,705.1745764,15.8055421,0,0,01/12/2023
SMB,SR BSA,840_VPN,42.64264059,681.8611704,15.9901254,0,0,01/12/2023
any,INDIRECT HUNTING,880_Telefix,22.34130079,125.2422322,5.60586124,125.2422322,1,01/12/2023
any,INDIRECT SALES,880_Telefix,59.47043662,406.5980707,6.836978065,406.5980707,1,01/12/2023
any,RAM,880_Telefix,35.95767382,202.8832939,5.642280836,202.8832939,1,01/12/2023
any,SR BSA,880_Telefix,38.84139337,310.9335259,8.005210394,310.9335259,1,01/12/2023
MLE,INDIRECT SALES,880_Telefix,60.53855462,422.6519881,6.981534177,422.6519881,1,01/12/2023
SMB,INDIRECT HUNTING,880_Telefix,22.28691443,126.5266837,5.677173666,126.5266837,1,01/12/2023
SMB,RAM,880_Telefix,33.38513084,224.8290519,6.734406791,224.8290519,1,01/12/2023
SMB,SR BSA,880_Telefix,38.4357681,365.0559229,9.497817813,365.0559229,1,01/12/2023
any,DSA,880_Telefix,44.12163069,251.140346,5.692000547,502.2806921,2,01/12/2023
any,OTHER,880_Telefix,36.16432244,113.8489443,3.148101128,227.6978885,2,01/12/2023
SMB,DSA,880_Telefix,45.54431884,298.1905776,6.547261769,596.3811552,2,01/12/2023
SMB,OTHER,880_Telefix,31.94325916,86.47016035,2.706992418,172.9403207,2,01/12/2023
any,PAM,880_Telefix,45.06789525,115.2131929,2.556436068,345.6395787,3,01/12/2023
SMB,PAM,880_Telefix,45.06789525,115.2131929,2.556436068,345.6395787,3,01/12/2023
any,BSA,880_Telefix,33.8671971,82.66757842,2.440933573,744.0082057,9,01/12/2023
SMB,BSA,880_Telefix,33.8671971,82.66757842,2.440933573,744.0082057,9,01/12/2023
any,DIRECT SALES,880_Telefix,36.11326687,134.9872997,3.737886694,1484.860297,11,01/12/2023
MLE,DIRECT SALES,880_Telefix,35.7095259,136.8325444,3.831821929,1505.157989,11,01/12/2023
MLE,any,880_Telefix,48.46558854,184.2536643,3.801742016,2211.043971,12,01/12/2023
SMB,any,880_Telefix,33.69692422,91.00035597,2.700553777,1729.006764,19,01/12/2023
any,any,880_Telefix,36.93476626,116.6446615,3.158126429,3615.984506,31,01/12/2023
OTHER,any,880_Telefix,39.72780412,122.9477657,3.094753623,0,0,01/12/2023
Public,any,880_Telefix,13.96708277,23.16491776,1.658536585,0,0,01/12/2023
Strategic,any,880_Telefix,21.79270651,69.06562441,3.169208211,0,0,01/12/2023
Wholesale,any,880_Telefix,15.36137596,54.65905866,3.558213716,0,0,01/12/2023
any,DIGITAL,880_Telefix,34.9069196,459.4802903,13.16301454,0,0,01/12/2023
any,FIELD SALES,880_Telefix,36.09877827,142.1346094,3.93738005,0,0,01/12/2023
any,INDIRECT DEALERS,880_Telefix,28.41894648,196.1597643,6.902429141,0,0,01/12/2023
any,INDIRECT FRANCHISES,880_Telefix,36.33108071,331.8621434,9.134386781,0,0,01/12/2023
any,TAM DIRECT SALES,880_Telefix,41.21770439,311.8416515,7.565720996,0,0,01/12/2023
MLE,OTHER,880_Telefix,45.80472016,174.0744915,3.800361424,0,0,01/12/2023
MLE,TAM DIRECT SALES,880_Telefix,43.50261929,359.7036411,8.268551341,0,0,01/12/2023
OTHER,OTHER,880_Telefix,39.50376002,121.8944382,3.08564142,0,0,01/12/2023
Public,DIRECT SALES,880_Telefix,75.29126649,165.1540054,2.193534697,0,0,01/12/2023
Public,OTHER,880_Telefix,16.9952204,29.53980938,1.738124525,0,0,01/12/2023
SMB,DIGITAL,880_Telefix,33.58645069,532.1670086,15.84469325,0,0,01/12/2023
SMB,FIELD SALES,880_Telefix,32.76275066,133.836239,4.085012286,0,0,01/12/2023
SMB,INDIRECT DEALERS,880_Telefix,28.18234398,206.0957623,7.312938996,0,0,01/12/2023
SMB,INDIRECT FRANCHISES,880_Telefix,35.65270892,353.6236669,9.918563765,0,0,01/12/2023
Strategic,DIRECT SALES,880_Telefix,31.98048598,127.2519637,3.979050343,0,0,01/12/2023
Strategic,OTHER,880_Telefix,20.38538872,65.65584928,3.220730798,0,0,01/12/2023
Wholesale,OTHER,880_Telefix,15.36137596,54.65905866,3.558213716,0,0,01/12/2023
OTHER,any,Mobile Data,26.75445237,35.91688349,1.342463789,71.83376699,2,01/12/2023
OTHER,OTHER,Mobile Data,26.75445237,35.91688349,1.342463789,71.83376699,2,01/12/2023
any,DSA,Mobile Data,35.32500529,76.74687944,2.172593572,383.7343972,5,01/12/2023
SMB,DSA,Mobile Data,35.32500529,76.74687944,2.172593572,383.7343972,5,01/12/2023
any,PAM,Mobile Data,46.37209602,258.7790341,5.580490345,1552.674205,6,01/12/2023
any,SR BSA,Mobile Data,21.80467461,201.5321403,9.242611684,1209.192842,6,01/12/2023
SMB,PAM,Mobile Data,46.37209602,258.7790341,5.580490345,1552.674205,6,01/12/2023
SMB,SR BSA,Mobile Data,21.80467461,201.5321403,9.242611684,1209.192842,6,01/12/2023
any,BSA,Mobile Data,37.22509149,164.6121138,4.422074123,1481.509024,9,01/12/2023
any,DIGITAL,Mobile Data,24.49788533,311.4469692,12.71321851,2803.022723,9,01/12/2023
SMB,BSA,Mobile Data,37.22509149,164.6121138,4.422074123,1481.509024,9,01/12/2023
SMB,DIGITAL,Mobile Data,24.49788533,311.4469692,12.71321851,2803.022723,9,01/12/2023
any,RAM,Mobile Data,47.69634921,247.976289,5.199062259,2975.715468,12,01/12/2023
SMB,RAM,Mobile Data,31.9569049,218.5863361,6.840034628,2623.036033,12,01/12/2023
SMB,OTHER,Mobile Data,45.2352401,109.4911074,2.420482509,1642.366612,15,01/12/2023
Public,OTHER,Mobile Data,28.55717898,74.22251578,2.599084308,1781.340379,24,01/12/2023
any,INDIRECT HUNTING,Mobile Data,33.3745438,90.69827852,2.717588563,2358.155242,26,01/12/2023
SMB,INDIRECT HUNTING,Mobile Data,33.3745438,90.69827852,2.717588563,2358.155242,26,01/12/2023
any,INDIRECT SALES,Mobile Data,50.34943926,85.06730311,1.689538242,2637.086396,31,01/12/2023
MLE,INDIRECT SALES,Mobile Data,50.34943926,85.06730311,1.689538242,2637.086396,31,01/12/2023
Strategic,OTHER,Mobile Data,82.1564594,237.3052085,2.888454666,9729.513548,41,01/12/2023
MLE,OTHER,Mobile Data,45.65085214,185.4241847,4.061790218,9085.785049,49,01/12/2023
Strategic,DIRECT SALES,Mobile Data,62.56172805,160.4806844,2.565157476,92115.91283,574,01/12/2023
any,any,Mobile Data,58.36402825,102.4474392,1.755318169,242595.5361,2368,01/12/2023
SMB,any,Mobile Data,37.48973575,132.5288845,3.535071182,11662.54184,88,01/12/2023
Strategic,any,Mobile Data,67.52394869,178.6241341,2.645344912,109853.8425,615,01/12/2023
any,OTHER,Mobile Data,54.31569712,158.7633474,2.922973575,20797.99851,131,01/12/2023
any,DIRECT SALES,Mobile Data,63.85415595,83.28758915,1.30434093,160828.3347,1931,01/12/2023
MLE,DIRECT SALES,Mobile Data,53.66072475,99.7406688,1.858727575,116497.1012,1168,01/12/2023
MLE,any,Mobile Data,51.34358424,103.9071949,2.023762004,150665.4326,1450,01/12/2023
Public,DIRECT SALES,Mobile Data,73.12713469,19.95306842,0.272854509,3771.129932,189,01/12/2023
any,TAM DIRECT SALES,Mobile Data,56.55027197,337.994256,5.976881175,68274.83971,202,01/12/2023
MLE,TAM DIRECT SALES,Mobile Data,56.55027197,337.994256,5.976881175,68274.83971,202,01/12/2023
Public,any,Mobile Data,74.6049046,25.40153796,0.340480805,5410.527586,213,01/12/2023
Wholesale,any,Mobile Data,38.39835819,88.48577568,2.304415602,0,0,01/12/2023
any,FIELD SALES,Mobile Data,57.53834263,106.0186444,1.842573831,0,0,01/12/2023
